OBJECTID,PLAN_ID,ES_HOME,MS_HOME,HS_HOME,PHASEOUT,STUDNT_POP,GR0_POP,GR1_POP,GR2_POP,GR3_POP,GR4_POP,GR5_POP,GR6_POP,GR7_POP,GR8_POP,GR9_POP,GR10_POP,GR11_POP,GR12_POP,ESPROJ0,MSPROJ0,HSPROJ0,ESPROJ1,MSPROJ1,HSPROJ1,ESPROJ2,MSPROJ2,HSPROJ2,ESPROJ3,MSPROJ3,HSPROJ3,ESPROJ4,MSPROJ4,HSPROJ4,ESPROJ5,MSPROJ5,HSPROJ5,ESPROJ6,MSPROJ6,HSPROJ6,ESPROJ7,MSPROJ7,HSPROJ7,ESPROJ8,MSPROJ8,HSPROJ8,SFD1,SFD2,SFD3,SFD4,SFD5,SFD6,SFD7,SFD8,SFA1,SFA2,SFA3,SFA4,SFA5,SFA6,SFA7,SFA8,APT1,APT2,APT3,APT4,APT5,APT6,APT7,APT8,KSPROJ0,KSPROJ1,KSPROJ2,KSPROJ3,KSPROJ4,KSPROJ5,KSPROJ6,KSPROJ7,KSPROJ8,SFD9,SFD10,SFD11,SFD12,SFD13,SFD14,SFD15,SFA9,SFA10,SFA11,SFA12,SFA13,SFA14,SFA15,APT9,APT10,APT11,APT12,APT13,APT14,APT15,KSPROJ9,ESPROJ9,MSPROJ9,HSPROJ9,KSPROJ10,ESPROJ10,MSPROJ10,HSPROJ10,KSPROJ11,ESPROJ11,MSPROJ11,HSPROJ11,KSPROJ12,ESPROJ12,MSPROJ12,HSPROJ12,KSPROJ13,ESPROJ13,MSPROJ13,HSPROJ13,KSPROJ14,ESPROJ14,MSPROJ14,HSPROJ14,DONE
,2069,Phelps Luck ES,Bonnie Branch MS,Long Reach HS,,74,4,6,6,7,5,8,5,3,4,10,9,4,3,32,12,24,32,17,21,32,20,22,33,20,23,35,20,24,36,19,24,36,20,25,37,21,26,37,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,21,27,5,39,22,27,5,39,22,28,5,39,23,29,5,40,24,31,5,40,24,32,
,2070,Phelps Luck ES,Bonnie Branch MS,Long Reach HS,,61,11,3,4,5,7,3,4,5,1,8,5,3,2,22,10,17,22,13,15,22,14,16,23,14,17,24,14,17,25,14,18,25,14,18,26,15,19,26,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,12,11,12,12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,15,19,13,27,15,20,13,27,16,20,13,27,16,21,13,27,17,22,13,28,17,23,
,2071,Jeffers Hill ES,Mayfield Woods MS,Long Reach HS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,2074,Waterloo ES,Ellicott Mills MS,Howard HS,,118,5,9,9,11,4,9,6,12,9,12,7,8,17,43,27,45,40,29,43,40,29,42,41,31,43,42,30,44,41,30,44,42,29,44,42,29,44,42,28,43,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,6,6,6,6,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,42,28,43,6,42,28,43,6,43,28,43,6,45,29,42,6,48,29,43,7,49,31,43,
,2075,Waterloo ES,Mayfield Woods MS,Long Reach HS,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,2,1,0,0,2,1,0,0,2,1,0,
,2077,Bellows Spring ES,Mayfield Woods MS,Long Reach HS,,217,15,23,18,24,23,17,23,15,17,15,11,10,6,107,55,39,103,57,53,108,60,61,111,65,65,116,68,69,124,69,73,130,68,78,136,69,81,139,74,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,18,16,20,17,17,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,141,76,85,15,136,83,88,15,134,84,93,15,131,87,98,14,128,84,105,14,125,85,108,
,2081,Deep Run ES,Mayfield Woods MS,Long Reach HS,,66,5,4,9,7,5,2,6,5,6,3,8,2,4,27,17,16,29,16,19,29,16,20,30,18,20,30,18,21,33,19,22,33,18,23,35,19,23,35,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,37,20,24,6,36,22,25,6,36,22,26,6,37,23,27,6,37,22,29,6,37,23,30,
,2082,Bellows Spring ES,Thomas Viaduct MS,Long Reach HS,,124,7,6,7,10,10,10,10,10,13,13,8,9,11,43,32,38,43,26,40,44,25,39,46,26,38,48,28,37,51,28,38,54,28,38,56,30,39,57,34,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,8,9,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,58,37,40,7,56,39,42,7,55,40,44,7,54,41,46,7,53,40,50,7,51,39,51,
,2085,Ilchester ES,Bonnie Branch MS,Howard HS,,25,1,1,4,2,2,1,1,1,3,3,3,3,0,10,5,9,9,6,8,9,6,8,8,6,9,8,6,9,7,5,9,7,5,9,7,5,8,8,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,8,1,8,5,8,1,8,5,8,1,8,5,8,1,8,5,8,1,8,6,8,
,2087,Rockburn ES,Elkridge Landing MS,Howard HS,,111,14,10,8,9,12,8,6,4,12,5,5,10,8,46,22,29,48,28,30,50,29,33,51,30,36,51,30,37,54,32,38,54,34,40,53,35,41,53,34,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,14,14,17,14,14,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,53,34,43,16,52,35,44,16,53,36,44,17,54,37,44,16,55,36,45,16,56,37,46,
,2088,Ilchester ES,Bonnie Branch MS,Howard HS,,64,2,5,2,5,4,7,3,6,11,2,7,7,3,23,20,19,22,17,24,20,17,24,19,16,24,18,14,24,18,14,24,17,13,23,17,13,23,18,13,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,13,22,2,20,13,22,2,21,13,22,2,21,13,21,2,21,14,21,2,20,14,21,
,2091,Rockburn ES,Elkridge Landing MS,Howard HS,,148,8,10,8,6,14,7,14,16,12,18,8,16,11,44,42,54,46,35,58,48,33,55,49,33,54,49,32,53,52,33,52,52,34,52,51,35,52,51,35,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,8,10,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,51,34,52,9,50,35,52,9,51,36,52,9,52,37,51,9,53,36,51,9,54,37,52,
,2093,Worthington ES,Ellicott Mills MS,Mt Hebron HS,,78,4,5,4,8,7,7,5,8,3,6,7,12,2,31,16,27,28,20,25,26,20,25,24,21,26,23,20,26,22,19,27,22,18,27,22,18,27,23,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,16,27,5,26,16,27,5,27,17,26,4,27,18,26,4,27,18,26,4,27,18,26,
,2095,Ilchester ES,Bonnie Branch MS,Howard HS,,75,2,3,10,1,5,5,5,9,10,7,7,6,5,25,24,26,22,19,30,21,18,29,20,17,29,19,16,28,18,14,27,18,14,27,18,14,26,18,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,14,25,2,19,14,24,2,20,14,24,2,20,14,24,2,20,14,23,2,20,14,23,
,2099,Worthington ES,Ellicott Mills MS,Mt Hebron HS,,3,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,3,1,0,3,2,0,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,2,0,2,1,2,0,3,1,2,0,3,2,2,0,3,2,2,0,3,2,2,
,2101,Veterans ES,Ellicott Mills MS,Centennial HS,,119,7,6,11,8,5,8,15,17,11,7,4,13,7,38,43,31,39,34,44,40,32,47,39,33,49,39,31,51,38,31,51,37,29,51,36,29,51,37,28,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36,27,51,6,36,26,50,6,36,27,50,6,36,27,50,6,35,27,51,6,35,28,50,
,2107,Hollifield Station ES,Patapsco MS,Mt Hebron HS,,24,1,3,2,1,3,3,1,2,1,2,3,1,1,12,4,7,12,6,6,13,7,7,12,7,7,12,7,8,12,7,8,12,8,8,12,8,9,12,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,8,10,1,14,8,10,1,14,8,10,1,14,8,10,1,15,8,10,1,16,8,10,
,2111,Thunder Hill ES,Dunloggin MS,Wilde Lake HS,,47,6,3,3,2,4,7,1,3,2,6,1,4,5,19,6,15,19,9,16,19,10,15,18,10,14,17,10,14,17,11,14,17,11,14,17,11,14,17,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,6,6,6,6,6,6,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,11,15,6,17,10,15,6,17,11,15,6,17,11,15,6,21,11,15,6,21,11,16,
,2112,Fulton ES,Lime Kiln MS,Reservoir HS,,67,7,4,5,6,3,7,6,7,4,6,6,4,2,25,17,18,27,17,20,28,17,21,28,18,22,30,18,23,30,18,24,31,19,24,31,19,25,31,19,25,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,8,7,7,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,19,25,6,28,20,25,6,28,21,25,6,26,20,26,6,25,20,26,6,25,20,26,
,2113,Stevens Forest ES,Oakland Mills MS,Oakland Mills HS,,55,3,4,3,2,8,2,5,7,6,4,4,1,6,19,18,15,19,13,19,18,13,18,18,13,18,19,12,18,19,12,19,20,12,19,19,12,19,19,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,12,18,4,20,11,18,4,20,11,18,4,20,11,17,4,20,11,17,4,20,12,17,
,2114,Pointers Run ES,Lime Kiln MS,Reservoir HS,,51,5,4,10,1,5,3,3,4,1,5,1,3,6,24,8,15,23,13,13,23,13,15,21,14,16,21,14,17,21,14,17,21,14,18,22,14,18,22,14,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,14,18,4,22,15,18,4,22,15,19,4,21,15,19,4,20,15,19,4,19,15,19,
,2115,Pointers Run ES,Lime Kiln MS,Reservoir HS,,34,1,1,1,2,1,2,4,3,3,6,3,3,4,7,10,16,8,7,15,8,6,14,8,6,13,8,6,12,8,6,12,9,6,11,10,6,11,10,6,11,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,6,11,2,10,6,10,2,10,7,10,2,9,7,10,2,9,6,10,2,8,6,10,
,2131,Clemens Crossing ES,Wilde Lake MS,Atholton HS,,123,6,14,8,5,7,13,4,11,8,10,9,20,8,46,23,52,47,28,46,49,26,47,52,28,46,55,29,47,58,30,47,60,32,48,62,33,50,63,35,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,63,37,52,7,63,39,53,7,64,39,54,7,66,40,56,7,66,41,58,7,65,41,59,
,2132,Clemens Crossing ES,Wilde Lake MS,Atholton HS,,35,4,0,9,1,4,4,1,2,0,3,2,2,3,18,3,11,18,8,9,19,9,10,20,10,11,21,10,12,22,11,13,23,12,14,24,12,15,24,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,5,4,4,5,5,20,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,14,17,7,35,15,17,7,36,16,18,7,37,17,19,6,37,18,20,7,37,18,21,
,2133,Running Brook ES,Wilde Lake MS,Atholton HS,,29,2,1,1,3,1,4,0,2,2,3,6,0,4,10,4,14,10,6,11,11,5,11,12,6,10,13,6,11,15,7,10,16,7,11,17,8,11,19,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,9,12,4,20,10,12,4,21,10,12,4,21,11,13,4,22,11,14,4,23,11,14,
,2134,Clemens Crossing ES,Harpers Choice MS,Wilde Lake HS,,19,2,1,2,1,3,0,1,2,0,2,1,3,1,7,0,6,7,4,5,7,4,5,8,4,5,8,4,5,9,4,5,9,4,5,9,5,5,9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,5,6,2,9,5,6,2,10,5,6,2,10,5,6,2,10,5,6,2,10,5,6,
,2135,Swansfield ES,Harpers Choice MS,Wilde Lake HS,,74,6,8,7,9,9,7,4,4,5,4,3,3,5,39,0,14,40,19,11,41,21,16,41,22,19,42,22,22,41,24,23,43,23,24,43,23,25,43,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,7,6,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,43,24,27,7,44,25,28,7,44,25,29,7,45,25,29,7,45,25,30,7,46,26,31,
,2136,Running Brook ES,Wilde Lake MS,Wilde Lake HS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,300,300,300,300,300,0,0,1,2,4,6,8,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,13,0,0,0,13,0,0,0,14,0,0,0,14,0,0,0,14,0,0,0,15,0,0,0,
,2137,Bryant Woods ES,Wilde Lake MS,Wilde Lake HS,,86,9,2,7,10,9,5,9,6,6,7,7,3,6,32,21,21,37,21,32,37,20,31,38,22,30,37,22,30,37,22,30,35,23,30,36,23,30,35,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,8,7,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,25,31,8,36,26,31,8,37,26,32,8,37,26,33,8,37,26,34,8,38,26,34,
,2138,Swansfield ES,Harpers Choice MS,Wilde Lake HS,,121,9,14,11,14,7,8,6,10,14,8,10,3,7,53,0,26,54,31,20,55,32,28,55,32,32,56,32,35,56,33,36,57,32,37,58,32,38,58,33,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,58,34,40,11,59,34,40,11,60,34,42,11,61,34,42,11,61,35,44,11,62,35,44,
,2139,Cradlerock ES,Lake Elkhorn MS,Oakland Mills HS,,27,5,2,1,3,2,1,1,0,1,0,3,6,2,9,2,11,9,4,8,9,5,7,8,5,7,8,5,7,8,5,7,7,5,7,7,5,7,7,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,4,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,7,4,8,5,7,4,8,5,7,4,8,5,7,4,8,5,7,4,8,5,7,
,2143,Longfellow ES,Harpers Choice MS,Wilde Lake HS,,113,7,5,8,10,11,7,5,9,7,12,9,13,10,40,0,41,39,22,32,38,23,32,38,23,31,36,23,32,35,23,31,36,22,31,36,22,31,36,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,7,8,8,8,8,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,23,31,8,37,23,31,8,37,22,32,8,38,22,32,8,38,23,33,9,39,23,33,
,2145,Running Brook ES,Wilde Lake MS,Wilde Lake HS,,190,13,13,9,16,16,14,12,21,14,18,16,15,13,70,46,58,70,46,78,77,43,75,84,44,71,91,47,68,98,49,67,109,50,67,120,55,68,125,60,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,20,20,20,23,22,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,133,65,69,28,138,68,71,27,142,70,74,29,145,74,78,28,150,75,80,30,153,80,83,
,2146,Running Brook ES,Wilde Lake MS,Wilde Lake HS,,87,9,7,7,5,6,7,4,5,4,13,5,6,9,32,13,30,33,18,33,36,18,31,39,20,29,42,20,29,47,22,28,51,23,28,56,25,29,59,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,13,14,14,15,16,17,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,62,30,31,19,65,32,32,19,67,33,33,19,68,34,34,20,72,35,36,20,73,37,37,
,2147,Centennial Lane ES,Burleigh Manor MS,Centennial HS,,236,9,8,12,9,22,18,17,16,25,22,28,17,33,69,59,101,67,54,95,68,53,93,67,53,94,65,54,92,67,53,92,66,52,93,64,53,93,63,54,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,10,10,10,9,9,9,10,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,66,56,92,10,65,55,93,10,66,55,94,10,66,54,94,10,67,54,96,11,69,54,95,
,2148,Northfield ES,Dunloggin MS,Wilde Lake HS,,40,4,6,8,4,5,3,3,1,1,2,1,2,0,26,5,5,27,11,7,28,13,10,28,14,12,27,14,14,28,15,14,27,16,15,26,16,16,26,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,16,17,4,26,16,18,4,26,16,19,4,26,16,19,4,26,16,20,4,26,16,20,
,2150,Northfield ES,Dunloggin MS,Centennial HS,,85,5,5,4,9,7,7,9,8,5,7,8,4,7,33,22,26,33,19,29,35,19,29,35,20,30,34,20,31,34,21,31,34,21,32,33,22,33,32,21,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,5,5,5,5,5,5,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,21,33,5,34,20,34,5,34,21,34,5,34,21,34,5,34,21,35,5,35,21,35,
,2151,Thunder Hill ES,Oakland Mills MS,Oakland Mills HS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,2154,Northfield ES,Burleigh Manor MS,Centennial HS,,234,8,11,12,13,18,13,21,21,21,25,18,27,26,69,64,97,69,57,94,71,55,94,72,55,96,71,57,95,71,56,96,70,55,96,67,56,96,67,57,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,6,8,6,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,69,58,95,8,68,58,96,8,68,58,97,8,69,57,98,8,69,57,98,8,68,57,99,
,2156,Centennial Lane ES,Burleigh Manor MS,Centennial HS,,47,5,3,6,3,1,6,1,4,5,5,5,2,1,19,10,13,18,12,14,19,13,15,19,13,17,18,14,18,18,14,19,18,14,19,18,14,20,17,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,6,6,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,15,21,5,17,15,21,5,17,15,22,5,17,14,22,5,17,14,23,6,17,14,23,
,2161,Waverly ES,Patapsco MS,Mt Hebron HS,,150,7,6,4,9,8,13,12,15,10,12,15,15,24,40,37,67,39,30,59,39,27,53,39,26,49,37,26,47,36,26,46,34,26,45,34,26,44,33,26,43,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,6,7,6,6,6,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,34,25,44,7,34,25,43,7,35,25,42,7,35,25,42,7,36,24,41,7,36,24,41,
,2163,Waverly ES,Mount View MS,Marriotts Ridge HS,,8,0,0,1,0,0,0,1,0,3,0,1,1,1,1,4,3,1,2,4,1,2,4,1,1,4,1,1,3,1,1,3,1,1,3,1,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,2,0,1,1,2,0,1,1,2,0,1,1,2,0,1,1,2,
,2166,Waverly ES,Mount View MS,Marriotts Ridge HS,,31,1,1,1,2,1,4,5,3,3,5,3,0,2,9,11,10,9,8,12,9,8,12,9,7,12,8,7,12,8,7,11,8,7,11,8,7,11,7,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,11,1,8,7,11,1,8,7,11,1,8,7,11,1,8,7,11,1,8,7,11,
,2169,Waverly ES,Mount View MS,Marriotts Ridge HS,,158,14,21,13,11,13,11,13,7,13,12,11,13,6,70,34,42,67,43,43,67,45,49,67,47,53,65,48,55,61,49,58,58,49,61,57,48,62,58,49,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,14,11,12,11,11,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,58,48,65,12,57,48,64,13,58,47,66,13,60,47,66,15,61,47,66,14,63,47,67,
,2170,Manor Woods ES,Mount View MS,Marriotts Ridge HS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,1,0,0,2,1,0,0,2,1,0,
,2173,Centennial Lane ES,Burleigh Manor MS,Centennial HS,,65,5,4,5,6,3,4,5,8,8,3,5,8,1,22,21,17,21,18,23,22,18,25,22,17,26,21,18,27,21,17,27,21,17,27,20,17,28,20,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,6,6,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,18,28,5,20,18,28,5,20,18,29,5,20,17,29,5,20,17,29,6,20,17,29,
,2174,Swansfield ES,Harpers Choice MS,Wilde Lake HS,,117,7,11,9,3,12,12,12,9,7,9,12,6,8,46,0,32,47,27,25,48,28,30,48,28,32,49,28,33,49,29,34,50,28,35,50,28,35,50,29,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,51,29,36,8,52,30,37,8,52,30,38,8,53,30,38,8,55,30,39,9,56,31,40,
,2175,Longfellow ES,Harpers Choice MS,Wilde Lake HS,,8,0,0,0,1,2,1,0,1,1,0,0,1,1,4,0,2,4,2,1,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,3,4,2,3,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,4,2,3,0,4,2,3,0,4,2,3,0,4,2,3,0,5,3,3,
